sallary,location,duty,name,time 
80-100万/年,深圳-福田区,Office Manager,苏州蓝牛网络科技有限公司,01-16
5-7万/月,南京-建邺区,营销副总,海银财富管理有限公司南京奥体分公司,01-16
80-150万/年,异地招聘,城市总,邦泰集团,01-09
5-10万/月,北京,欧洲全兼地领队,北京神舟国际旅行社集团有限公司欧...,01-08
10万以上/月,成都-高新区,首席技术官,成都雪域乐途信息技术有限公司,01-08
7-10万/月,上海-长宁区,月子会所销售,超宝汇月子会所,01-08
5-10万/月,上海-闵行区,微商操盘手,上海蔻得国际贸易有限公司,01-08
5-7万/月,异地招聘,分公司总经理,深圳鼎霖财富管理有限公司,01-08
80-100万/年,南京-鼓楼区,运营副总经理,苏宁环球健康投资发展有限公司,01-08
5-7万/月,深圳-福田区,不动产投资董事总经理,深圳市中科创城市更新集团有限公司,01-08
28-30万/月,哈尔滨,景区总经理,哈尔滨帽儿山天马旅游景区管理有限...,01-12
7-10万/月,广州-番禺区,人力资源总监,广州正溢财务顾问有限公司,01-12
60-80万/年,上海-黄浦区,方案主创,北京联东投资（集团）有限公司,01-12
100万以上/年,杭州-滨江区,基金合伙人,上海滢盛投资管理有限公司,01-14
10万以上/月,广州-海珠区,月薪10万销售 买车买楼等你来挑战,广东中原地产代理有限公司穗景大厦...,01-13
5-7万/月,天津-和平区,Call Center ManagerJ15260,捷信消费金融有限公司,01-13
10万以上/月,深圳,营销副总,深圳市鼎浩建材有限公司,01-13
5-7万/月,苏州-工业园区,财富管理部副总,中孚财富（北京）投资管理有限公司,01-13
5-10万/月,北京-朝阳区,工业云资深业务专家,JD京东商城,01-13
15-25万/月,重庆-江北区,经济分析师,重庆合乐工程咨询有限公司,01-16
70-80万/年,南京,Senior Java Development Manager,毕马威中国 KPMG China,01-16
5-7万/月,北京-朝阳区,川湘风云饭店急招转接商,北京润丰快递服务有限公司,01-16
10万以上/月,异地招聘,HRBP-王黎演示-WY,杭州海康威视数字技术股份有限公司,01-16
10万以上/月,杭州-余杭区,精装修经理,杭州汇高置地有限公司,01-16
5-7万/月,北京-昌平区,高薪招聘优秀团队,北京鼎金华夏投资咨询有限公司,01-16
7-10万/月,广州-海珠区,广州地区OTC经理,广州共途生物科技有限公司,01-08
10万以上/月,异地招聘,执行CEO,沈阳科艺馨科技有限公司,01-08
60-80万/年,成都-郫都区,CEO,四川鑫码快宿科技有限公司,01-08
7-10万/月,昆明,金融销售专员（五险一金）,平安普惠投资咨询有限公司日新路分...,01-08
10-20万/月,上海-虹口区,项目/活动策划经理,六一天使医疗投资有限公司,01-12
5-10万/月,上海-静安区,信贷端副总裁,新新贷（上海）金融信息服务有限公司,01-12
10-30万/月,深圳-龙岗区,J71--CEO/总裁/总经理,深圳多米索科技有限公司,01-11
100万以上/年,异地招聘,社群营销网络运营经理,义乌千行驹信息技术有限公司,01-11
60-80万/年,武汉,执行总裁,乔万尼时装,01-11
5-7万/月,昆明,地产总经理,云南汉威投资有限公司,01-11
5-7万/月,广州-天河区,融资副总监/总监,广州佳兆业金融集团,01-11
5-7万/月,广州-番禺区,副总经理,广州威旭环保科技有限公司,01-11
5-7万/月,北京-房山区,争议解决总监,中细软移动互联科技有限公司,01-13
5-7万/月,南昌-东湖区,诚聘/计算机/软件/自动化/电子工程论文写手,湖北希恩文化传媒有限公司,01-13
100万以上/年,广州-番禺区,财商老师/青少年培训项目合伙人,广州易直采网络科技有限公司,01-13
60-80万/年,广州-天河区,平安合伙人,中国平安人寿保险股份有限公司广东...,01-13
80-100万/年,北京-昌平区,招募高端设计师（项目合作无需坐班）,北京宏尚时代建筑装饰工程有限公司,01-16
5-7万/月,东莞,总经理,东莞市同凯食品有限公司,01-16
5-7万/月,上海-嘉定区,销售总监,上海华仓通信技术有限公司,01-16
10万以上/月,扬州,财富顾问,招商证券股份有限公司扬州汶河北路...,01-16
100-150万/年,广州-天河区,律所合伙人,广东蒿芃燊晟律师事务所,01-16
30-80万/月,北京-东城区,年薪30万起，拓展各省市县医院资源,北京同和泰投资管理有限公司,01-16
5-7万/月,广州,只找有野心有目标的领袖,广东中原地产代理有限公司国际科贸...,01-16
60-80万/年,上海-静安区,融资顾问/总裁,上海祁道企业管理咨询有限公司,01-16
60-80万/年,北京,战略投资总经理,兴茂集团北京分公司,01-08
60-80万/年,上海-黄浦区,投资项目总监,上海众鼎实业集团有限公司,01-08
80-100万/年,郑州,高薪诚聘企业合伙人股份制年薪50万,河南巴司夫农业科技有限公司,01-08
5-7万/月,北京-西城区,首席技术官,中农集团控股股份有限公司,01-08
5-7万/月,北京-朝阳区,集团副总裁（金融方向）,多弗国际控股集团有限公司,01-08
60-80万/年,深圳-南山区,HRD,深圳智能博世科技有限公司,01-08
10万以上/月,哈尔滨-南岗区,成型团队,哈尔滨睿信企业管理有限公司,01-11
5-10万/月,上海-静安区,网络自媒体运营,上海福旺企业登记代理事务所,01-11
15-20万/月,北京-昌平区,口腔医疗器械耗材销售,北京天元永恒商贸有限公司,01-11
5-7万/月,深圳-福田区,财富事业部总监,深圳益民财富管理有限公司,01-11
60-80万/年,广州,旧改项目总,广州市浩猎企业管理咨询有限公司,01-11
5-7万/月,北京-昌平区,子公司副总经理（煤化工、冶金公司各1人）,神雾科技集团股份有限公司,01-11
7-10万/月,深圳-福田区,新加坡学校代表,深圳市博学堂信息咨询有限公司,01-11
5-7万/月,东莞-道滘镇,房地产运营版块CEO,东莞市爱嘉房地产开发有限公司,01-13
10万以上/月,东莞-厚街镇,美容纹绣学徒,东莞市厚街天使化妆品店,01-13
80-100万/年,广州-天河区,副总经理,广州市拉拉米信息科技有限公司,01-13
5-7万/月,广州-天河区,销售高级总监（副总裁）,蓝色光标天地互联科技（北京）有限...,01-13
60-80万/年,武汉-洪山区,商管总经理,湖北万豪置业集团,01-13
100万以上/年,深圳,施工项目经理（合伙人）,骆丹国际酒店设计（香港）有限公司,01-13
5-7万/月,异地招聘,人力资源总监,上海松竹梅翻译有限公司,01-16
5-7万/月,苏州,分公司总经理,江苏中业鑫服信息咨询有限责任公司,01-16
100万以上/年,上海-浦东新区,规划设计副总裁,海游（上海）企业发展有限公司,01-16
7-10万/月,深圳-盐田区,建筑总师,深圳市万科房地产有限公司,01-16
60-80万/年,福州-仓山区,经营副总裁/COO,福建华威集团有限公司,01-16
500元/小时,上海-长宁区,"AP Computer Science( Coding & Robotics,Arduino)",上海爱碧教育科技有限公司,01-16
75-100万/年,异地招聘,Head of CHINA Sales大中华区销售总监,上海斯德尔建筑材料贸易有限公司,01-16
60-80万/年,南京-栖霞区,行政副总裁,上海拓景信息科技有限公司,01-15
60-80万/年,西安,地产公司总经理,陕西博能电力技术有限公司,01-08
60-80万/年,异地招聘,Sales Director,上海道均商务咨询有限公司,01-08
5-7万/月,上海-普陀区,商管总经理/商业项目总（招商企划营运总）,月星集团总部,01-07
80-100万/年,上海-徐汇区,董事总经理,上海捷宝投资有限公司,01-07
15-30万/月,西安-未央区,高级销售经理,中国平安人寿保险股份有限公司陕西...,01-07
100万以上/年,唐山,支撑中心总经理,唐山市路北区大拇指幼儿园,01-07
100万以上/年,重庆-渝中区,融资总经理,北京德塬宝通资产管理有限公司,01-11
5-7万/月,上海-闵行区,首席运营官COO,上海厚乾企业发展（集团）有限公司,01-11
5-7万/月,异地招聘,CFO-首席财务官,广东世纪晓教育科技有限公司,01-11
10万以上/月,上海-松江区,总经理,上海溥悦实业有限公司,01-11
100万以上/年,杭州,分行财富管理与私人银行部总经理,上海达翰企业管理有限公司,01-11
7-10万/月,深圳,租赁总经理,深圳深中润投资控股有限公司,01-10
5-7万/月,南昌,首席助理,深圳玛丝菲尔时装股份有限公司南昌...,01-10
10万以上/月,广州-越秀区,招聘热爱销售的你 一起创业 一起带团队,广州仁隆房地产销售代理有限公司,01-10
5-7万/月,异地招聘,线下店总负责人J10262,北京河狸家信息技术有限公司,01-13
60-80万/年,宿迁,副总经理（沭阳）,正中投资集团有限公司,01-13
5-10万/月,广州-越秀区,餐饮加盟,广州市咕噜咕噜餐饮管理有限公司,01-12
10000元/天,深圳-南山区,深圳山海社合伙人招募计划,深圳市山海社文化传播有限公司,01-12
5-7万/月,上海-杨浦区,件杂操作,大连泛和集团有限公司,01-12
60-80万/年,北京-通州区,前期开发总监,北京融都投资管理有限公司,01-07
60-80万/年,异地招聘,副总经理,深圳市君达房地产经纪有限公司,01-07
5-7万/月,福州,营销总经理/副总经理（福州公司）,福州富力房地产开发有限公司,01-07
5-7万/月,上海-浦东新区,战略规划总监J19047,海航科技集团有限公司,01-07
60-80万/年,异地招聘,大数据架构师,长城证券股份有限公司,01-07
80-100万/年,广州,副总经理,广州方中投资有限公司,01-07
60-80万/年,长春,房地产总经理,长春金达洲集团有限公司,01-10
20-30万/月,北京-朝阳区,金融销售经理,平安金融理财营业部,01-10
5-6万/月,深圳-福田区,地产投资总监,平安信托有限责任公司,01-10
100万以上/年,武汉,游戏动漫行业定岗委培,武汉中清龙图科技有限公司,01-10
5-7万/月,深圳-龙华新区,财务总监,深圳市金誉半导体集团,01-10
5-7万/月,南京-浦口区,地产项目部总经理/副总经理,苏宁环球集团有限公司,01-10
7-10万/月,上海,投资总监,恒大地产集团珠三角房地产开发有限...,01-10
5-7万/月,上海-杨浦区,渠道/销售总监,上海尤银信息科技集团有限公司,01-10
5-7万/月,异地招聘,人力资源总监,上海翼威企业管理咨询有限公司,01-07
5-7万/月,上海-浦东新区,互金平台总经理,东融资产管理有限公司,01-07
80-100万/年,上海-黄浦区,急聘天猫旗舰店运营,上海初妆贸易有限公司,01-06
7-10万/月,北京-丰台区,总长助理,北京金建出租汽车有限公司,01-10
100万以上/年,常州,招纳专卖店城市合伙人,常州云谷物联科技有限公司,01-06
60-80万/年,南昌-青山湖区,运营副总J11339,新力地产,01-06
10万以上/月,宁波,CAE安全碰撞工程师,重庆福呗信息技术有限公司,01-05
5-7万/月,东莞-东城区,气泡机吹膜师傅,深圳市力特新材料有限公司,01-05
70-100万/年,异地招聘,IDC公司总经理,河北嘉旭福美科技有限公司,01-05
10-20万/月,上海-虹口区,作业管理部承保管理岗,健康养老事业中心,01-05
7-10万/月,异地招聘,临沂生产线驻厂负责人,青岛惠都食品有限公司,01-05
5-7万/月,武汉,房产销售实习,武汉宇宸不动产代理有限公司永清分...,01-05
6-8万/月,上海-杨浦区,中国人寿诚聘 保险代理人(可实习),中国人寿保险股份有限公司上海市分...,01-05
5-7万/月,北京-海淀区,投资发展总经理,伟光汇通旅游产业发展有限公司,01-05
5-7万/月,杭州-西湖区,联想产品销售经理,四川长虹佳华信息产品有限责任公司,01-05
60-300万/年,深圳-南山区,合伙人或投资总监,创维集团有限公司,01-05
5-7万/月,北京-朝阳区,财务总监,中山市宾哥网络科技有限公司,01-05
80-150万/年,深圳,智能技术中国区总经理(安防行业）,深圳市宏剑科技有限公司,01-05
60-100万/年,深圳-福田区,副总经理（业务合伙人）,深圳中邦财富商务俱乐部有限公司,01-05
60-120万/年,深圳-福田区,董事总经理,深圳智远东方资本管理有限公司,01-04
7-10万/月,异地招聘,副总经理(5597),旭辉集团西安事业部,01-04
7-10万/月,南京-浦口区,大公司大平台，高提成年终分红，百万年薪等你来挑战,南京我爱我家江风房地产经纪有限公司,01-04
8000元/天,武汉,手机***,西藏蕃王集团,01-04
5-7万/月,北京,BFSI Client Partner(银行金融证券保险业CP),电讯盈科企业方案,01-04
12-14万/月,异地招聘,硫酸,赣州腾远钴业新材料股份有限公司,01-04
